id_x,accountId,accountCode,lineItems-productId,lineItems-quantity,lineItems-productName,lastCalculatedDate,lineItems-usagePerPricingBand,lineItems-description,lineItems-meterId,lineItems-usagePerPricingBand-unitPrice,lineItems-planId,id_y,customFields.subsidiaryId,planId,version_x,planTemplateId,productId_x,name_x,code,standingCharge,ordinal,bespoke,minimumSpend,meterId,version_y,productId_y,name_y,meter-code,dataFields,derivedFields,_,IsActive,ProductCode,CPQ_SKU_ID__c,CPQ_SKU_Type__c,CPQ_SKU_Sub_Type__c,Meter_Code__c,Netsuite_Product_Id__c,opportunityId,bundle,bundleCode,netsuiteId
787e4da4-009b-4f6e-83a9-b724d8fb5452,4bdea9c4-7503-4f7b-81cd-f43380b01a06,001240000114yZCAAY,63f12e8d-b3c2-4103-8210-84fbbced9362,147,Verification Check,01/11/2022,"[{'pricingBandId': 'b63a81e9-57f1-4c82-9d83-7f9ece82ffe7', 'lowerLimit': 0.0, 'fixedPrice': 0.0, 'unitSubtotal': 198.45, 'unitPrice': 1.35, 'bandUnits': 147, 'bandQuantity': 147, 'bandSubtotal': 198.45}]",Bundle AE,,1.35,dbdf7429-edea-40de-a423-be879bb27d6d,4bdea9c4-7503-4f7b-81cd-f43380b01a06,9.0,dbdf7429-edea-40de-a423-be879bb27d6d,1,b329a285-20ed-4381-8ecc-4346d30f2de8,63f12e8d-b3c2-4103-8210-84fbbced9362,"Checks - RVShare-AutoRenewal-July31,2022",checks_0060800000yp2pyAAA,0.0,1,False,0.0,,,,,,,,[Product2],True,Document Check - NFC,CPQ_ID_1005,Product SKU,Document Check - NFC,,0,checks_0060800000yp2pyAAA,Product Bundle 1,AE,1880
787e4da4-009b-4f6e-83a9-b724d8fb5452,4bdea9c4-7503-4f7b-81cd-f43380b01a06,001240000114yZCAAY,63f12e8d-b3c2-4103-8210-84fbbced9362,147,Verification Check,01/11/2022,"[{'pricingBandId': 'b63a81e9-57f1-4c82-9d83-7f9ece82ffe7', 'lowerLimit': 0.0, 'fixedPrice': 0.0, 'unitSubtotal': 198.45, 'unitPrice': 1.35, 'bandUnits': 147, 'bandQuantity': 147, 'bandSubtotal': 198.45}]",Bundle AE,,1.35,dbdf7429-edea-40de-a423-be879bb27d6d,4bdea9c4-7503-4f7b-81cd-f43380b01a06,9.0,dbdf7429-edea-40de-a423-be879bb27d6d,1,b329a285-20ed-4381-8ecc-4346d30f2de8,63f12e8d-b3c2-4103-8210-84fbbced9362,"Checks - RVShare-AutoRenewal-July31,2022",checks_0060800000yp2pyAAA,0.0,1,False,0.0,,,,,,,,[Product2],True,Document Check - Video,CPQ_ID_1007,Product SKU,Document Check - Video,,0,checks_0060800000yp2pyAAA,Product Bundle 1,AE,1880
787e4da4-009b-4f6e-83a9-b724d8fb5452,4bdea9c4-7503-4f7b-81cd-f43380b01a06,001240000114yZCAAY,63f12e8d-b3c2-4103-8210-84fbbced9362,147,Verification Check,01/11/2022,"[{'pricingBandId': 'b63a81e9-57f1-4c82-9d83-7f9ece82ffe7', 'lowerLimit': 0.0, 'fixedPrice': 0.0, 'unitSubtotal': 198.45, 'unitPrice': 1.35, 'bandUnits': 147, 'bandQuantity': 147, 'bandSubtotal': 198.45}]",Bundle AE,,1.35,dbdf7429-edea-40de-a423-be879bb27d6d,4bdea9c4-7503-4f7b-81cd-f43380b01a06,9.0,dbdf7429-edea-40de-a423-be879bb27d6d,1,b329a285-20ed-4381-8ecc-4346d30f2de8,63f12e8d-b3c2-4103-8210-84fbbced9362,"Checks - RVShare-AutoRenewal-July31,2022",checks_0060800000yp2pyAAA,0.0,1,False,0.0,,,,,,,,[Product2],True,Face Authenticate - Monthly Active User,CPQ_ID_1010,Product SKU,Face Authenticate - Monthly Active User,,0,checks_0060800000yp2pyAAA,Product Bundle 1,AE,1880
787e4da4-009b-4f6e-83a9-b724d8fb5452,4bdea9c4-7503-4f7b-81cd-f43380b01a06,001240000114yZCAAY,63f12e8d-b3c2-4103-8210-84fbbced9362,147,Verification Check,01/11/2022,"[{'pricingBandId': 'b63a81e9-57f1-4c82-9d83-7f9ece82ffe7', 'lowerLimit': 0.0, 'fixedPrice': 0.0, 'unitSubtotal': 198.45, 'unitPrice': 1.35, 'bandUnits': 147, 'bandQuantity': 147, 'bandSubtotal': 198.45}]",Bundle AE,,1.35,dbdf7429-edea-40de-a423-be879bb27d6d,4bdea9c4-7503-4f7b-81cd-f43380b01a06,9.0,dbdf7429-edea-40de-a423-be879bb27d6d,1,b329a285-20ed-4381-8ecc-4346d30f2de8,63f12e8d-b3c2-4103-8210-84fbbced9362,"Checks - RVShare-AutoRenewal-July31,2022",checks_0060800000yp2pyAAA,0.0,1,False,0.0,,,,,,,,[Product2],True,Face Authenticate - Yearly Active User,CPQ_ID_1167,Product SKU,Face Authenticate - Yearly Active User,,0,checks_0060800000yp2pyAAA,Product Bundle 1,AE,1880
787e4da4-009b-4f6e-83a9-b724d8fb5452,4bdea9c4-7503-4f7b-81cd-f43380b01a06,001240000114yZCAAY,63f12e8d-b3c2-4103-8210-84fbbced9362,147,Verification Check,01/11/2022,"[{'pricingBandId': 'b63a81e9-57f1-4c82-9d83-7f9ece82ffe7', 'lowerLimit': 0.0, 'fixedPrice': 0.0, 'unitSubtotal': 198.45, 'unitPrice': 1.35, 'bandUnits': 147, 'bandQuantity': 147, 'bandSubtotal': 198.45}]",Bundle AE,,1.35,dbdf7429-edea-40de-a423-be879bb27d6d,4bdea9c4-7503-4f7b-81cd-f43380b01a06,9.0,dbdf7429-edea-40de-a423-be879bb27d6d,1,b329a285-20ed-4381-8ecc-4346d30f2de8,63f12e8d-b3c2-4103-8210-84fbbced9362,"Checks - RVShare-AutoRenewal-July31,2022",checks_0060800000yp2pyAAA,0.0,1,False,0.0,,,,,,,,[Product2],True,Product Bundle 1,CPQ_ID_1170,Bundle SKU,,,0,checks_0060800000yp2pyAAA,Product Bundle 1,AE,1880
787e4da4-009b-4f6e-83a9-b724d8fb5452,4bdea9c4-7503-4f7b-81cd-f43380b01a06,001240000114yZCAAY,63f12e8d-b3c2-4103-8210-84fbbced9362,147,Verification Check,01/11/2022,"[{'pricingBandId': 'b63a81e9-57f1-4c82-9d83-7f9ece82ffe7', 'lowerLimit': 0.0, 'fixedPrice': 0.0, 'unitSubtotal': 198.45, 'unitPrice': 1.35, 'bandUnits': 147, 'bandQuantity': 147, 'bandSubtotal': 198.45}]",Bundle AE,,1.35,dbdf7429-edea-40de-a423-be879bb27d6d,4bdea9c4-7503-4f7b-81cd-f43380b01a06,9.0,dbdf7429-edea-40de-a423-be879bb27d6d,1,b329a285-20ed-4381-8ecc-4346d30f2de8,63f12e8d-b3c2-4103-8210-84fbbced9362,"Checks - RVShare-AutoRenewal-July31,2022",checks_0060800000yp2pyAAA,0.0,1,False,0.0,,,,,,,,[Product2],True,Product Bundle 2,CPQ_ID_1171,Bundle SKU,,,0,checks_0060800000yp2pyAAA,Product Bundle 1,AE,1880
787e4da4-009b-4f6e-83a9-b724d8fb5452,4bdea9c4-7503-4f7b-81cd-f43380b01a06,001240000114yZCAAY,63f12e8d-b3c2-4103-8210-84fbbced9362,146,Verification Check,01/11/2022,"[{'pricingBandId': '0162261f-fa55-4dc0-aaae-33a46990d09d', 'lowerLimit': 0.0, 'fixedPrice': 0.0, 'unitSubtotal': 0, 'unitPrice': 0.0, 'bandUnits': 146, 'bandQuantity': 146, 'bandSubtotal': 0}]",facial_similarity_report_standard_count,553957a2-018a-4587-91a8-09b253e65ad8,0.0,dbdf7429-edea-40de-a423-be879bb27d6d,4bdea9c4-7503-4f7b-81cd-f43380b01a06,9.0,dbdf7429-edea-40de-a423-be879bb27d6d,1,b329a285-20ed-4381-8ecc-4346d30f2de8,63f12e8d-b3c2-4103-8210-84fbbced9362,"Checks - RVShare-AutoRenewal-July31,2022",checks_0060800000yp2pyAAA,0.0,1,False,0.0,553957a2-018a-4587-91a8-09b253e65ad8,2.0,63f12e8d-b3c2-4103-8210-84fbbced9362,facial_similarity_report_standard,facial_similarity_report_standard,"[{'category': 'MEASURE', 'code': 'check_count', 'name': 'Check Count', 'unit': 'check'}, {'category': 'METADATA', 'code': 'sf_opportunity_id', 'name': 'SF Opportunity ID'}]",[],[Product2],True,Facial Similarity Check - Selfie Hybrid,CPQ_ID_1012,Product SKU,Facial Similarity Check - Selfie Hybrid,facial_similarity_report_standard,281,checks_0060800000yp2pyAAA,Product Bundle 1,AE,1880
787e4da4-009b-4f6e-83a9-b724d8fb5452,4bdea9c4-7503-4f7b-81cd-f43380b01a06,001240000114yZCAAY,63f12e8d-b3c2-4103-8210-84fbbced9362,147,Verification Check,01/11/2022,"[{'pricingBandId': 'fcd2e9c7-eb0e-4999-8372-3384016a0e37', 'lowerLimit': 0.0, 'fixedPrice': 0.0, 'unitSubtotal': 0, 'unitPrice': 0.0, 'bandUnits': 147, 'bandQuantity': 147, 'bandSubtotal': 0}]",document_report_standard_hybrid_count,3062e878-551a-4e93-905e-2185e3abee0f,0.0,dbdf7429-edea-40de-a423-be879bb27d6d,4bdea9c4-7503-4f7b-81cd-f43380b01a06,9.0,dbdf7429-edea-40de-a423-be879bb27d6d,1,b329a285-20ed-4381-8ecc-4346d30f2de8,63f12e8d-b3c2-4103-8210-84fbbced9362,"Checks - RVShare-AutoRenewal-July31,2022",checks_0060800000yp2pyAAA,0.0,1,False,0.0,3062e878-551a-4e93-905e-2185e3abee0f,2.0,63f12e8d-b3c2-4103-8210-84fbbced9362,document_report_standard_hybrid,document_report_standard_hybrid,"[{'category': 'METADATA', 'code': 'sf_opportunity_id', 'name': 'SF Opportunity ID'}, {'category': 'MEASURE', 'code': 'check_count', 'name': 'Check Count', 'unit': 'check'}]",[],[Product2],True,Document Check - Boost,CPQ_ID_1003,Product SKU,Document Check - Photo,document_report_standard_hybrid,279,checks_0060800000yp2pyAAA,Product Bundle 1,AE,1880
7d43b726-e81c-4a63-a7ad-bfe01dc19cc7,fee79ba4-539e-43e0-bbc9-8c948c156192,0011p00002l1yFQAAY,63f12e8d-b3c2-4103-8210-84fbbced9362,5,Verification Check,01/11/2022,"[{'pricingBandId': 'd1215e78-a96b-4093-a7c5-ba5eae98cee7', 'lowerLimit': 0.0, 'fixedPrice': 0.0, 'unitSubtotal': 5.5, 'unitPrice': 1.1, 'bandUnits': 5, 'bandQuantity': 5, 'bandSubtotal': 5.5}]",facial_similarity_report_standard_count,553957a2-018a-4587-91a8-09b253e65ad8,1.1,c2a0fd7f-3673-4db5-ad26-c5ce1e61ea36,fee79ba4-539e-43e0-bbc9-8c948c156192,5.0,c2a0fd7f-3673-4db5-ad26-c5ce1e61ea36,1,b329a285-20ed-4381-8ecc-4346d30f2de8,63f12e8d-b3c2-4103-8210-84fbbced9362,Checks - Scraye Technologies-Amendment-September-2022,checks_00608000010FRsnAAG,0.0,1,False,0.0,553957a2-018a-4587-91a8-09b253e65ad8,2.0,63f12e8d-b3c2-4103-8210-84fbbced9362,facial_similarity_report_standard,facial_similarity_report_standard,"[{'category': 'MEASURE', 'code': 'check_count', 'name': 'Check Count', 'unit': 'check'}, {'category': 'METADATA', 'code': 'sf_opportunity_id', 'name': 'SF Opportunity ID'}]",[],[Product2],True,Facial Similarity Check - Selfie Hybrid,CPQ_ID_1012,Product SKU,Facial Similarity Check - Selfie Hybrid,facial_similarity_report_standard,281,,,,
7d43b726-e81c-4a63-a7ad-bfe01dc19cc7,fee79ba4-539e-43e0-bbc9-8c948c156192,0011p00002l1yFQAAY,63f12e8d-b3c2-4103-8210-84fbbced9362,5,Verification Check,01/11/2022,"[{'pricingBandId': '7bd61975-dded-4c70-8a8c-bc66f8237aac', 'lowerLimit': 0.0, 'fixedPrice': 0.0, 'unitSubtotal': 8.25, 'unitPrice': 1.65, 'bandUnits': 5, 'bandQuantity': 5, 'bandSubtotal': 8.25}]",document_report_standard_hybrid_count,3062e878-551a-4e93-905e-2185e3abee0f,1.65,c2a0fd7f-3673-4db5-ad26-c5ce1e61ea36,fee79ba4-539e-43e0-bbc9-8c948c156192,5.0,c2a0fd7f-3673-4db5-ad26-c5ce1e61ea36,1,b329a285-20ed-4381-8ecc-4346d30f2de8,63f12e8d-b3c2-4103-8210-84fbbced9362,Checks - Scraye Technologies-Amendment-September-2022,checks_00608000010FRsnAAG,0.0,1,False,0.0,3062e878-551a-4e93-905e-2185e3abee0f,2.0,63f12e8d-b3c2-4103-8210-84fbbced9362,document_report_standard_hybrid,document_report_standard_hybrid,"[{'category': 'METADATA', 'code': 'sf_opportunity_id', 'name': 'SF Opportunity ID'}, {'category': 'MEASURE', 'code': 'check_count', 'name': 'Check Count', 'unit': 'check'}]",[],[Product2],True,Document Check - Boost,CPQ_ID_1003,Product SKU,Document Check - Photo,document_report_standard_hybrid,279,,,,
